Naziv_proteina,frakcijska_razlika_A,frakcijska_razlika_C,frakcijska_razlika_D,frakcijska_razlika_E,frakcijska_razlika_F,frakcijska_razlika_G,frakcijska_razlika_H,frakcijska_razlika_I,frakcijska_razlika_K,frakcijska_razlika_L,frakcijska_razlika_M,frakcijska_razlika_N,frakcijska_razlika_P,frakcijska_razlika_Q,frakcijska_razlika_R,frakcijska_razlika_S,frakcijska_razlika_T,frakcijska_razlika_V,frakcijska_razlika_W,frakcijska_razlika_Y
AYN74148.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0833,-0.1947,4.6723,0.6043,-0.6639,2.8866,0.3806,1.6411,-0.8599,-0.3097,-0.4485,-0.0021,0.6206,-0.7537,-0.4354,0.5606,0,4.8824
AYN74157.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0833,-0.1947,4.6723,0.6043,-0.6639,2.8866,0.3806,1.6411,-0.8599,-0.3097,-0.4485,-0.0021,0.6206,-0.7537,-0.4354,0.5606,0,4.8824
AYN74175.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0833,-0.1947,4.6723,0.6043,-0.6639,2.8866,0.3806,1.6411,-0.8599,-0.3097,-0.4485,-0.0021,0.6206,-0.7537,-0.4354,0.5606,0,4.8824
AYN74184.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0833,-0.1947,4.6723,0.6043,-0.6639,2.8866,0.6106,1.6411,-0.8599,-0.3097,-0.4485,-0.113,0.6206,-0.7537,-0.4354,0.5606,0,4.8824
AYO86699.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
AYP10298.1 ___spike glycoprotein,3.8183,0.0,0.7722,-0.4185,0.0,0.643,-0.6862,2.9875,-0.3493,2.2676,-0.6677,0.0,-0.4831,0.883,-0.6914,-0.6648,-0.2062,-0.2959,0,3.1537
AYV64549.1 ___spike glycoprotein,3.8183,0.0,0.7722,-0.4185,0.0,0.643,-0.6862,2.9875,-0.3493,2.2676,-0.6677,0.0,-0.4831,0.883,-0.6914,-0.6648,-0.2062,-0.2959,0,3.1537
AYV64560.1 ___spike glycoprotein,3.8183,0.0,0.7722,-0.4185,0.0,0.643,-0.6862,2.9875,-0.3493,2.2676,-0.6677,0.0,-0.4831,0.883,-0.6914,-0.6648,-0.2062,-0.2959,0,3.1537
AYW17071.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0833,-0.2566,4.6723,0.7647,-0.6265,2.8866,0.208,2.0812,-0.895,-0.3097,-0.481,-0.0021,0.8908,-0.7619,-0.3978,0.5606,0,1.9412
BAB69006.1 ___virion spike glycoprotein precursor,-0.077,4.9338,0.6247,0.1238,2.1317,0.2362,0.0879,0.5823,0.0439,1.6922,-0.6703,-0.4313,-0.441,-0.5055,1.9669,-0.6446,-0.4032,0.2637,0,2.2141
NP_066246.1 ___spike glycoprotein,-0.2871,0.0,-0.147,-0.1115,4.4733,0.6811,-0.6872,2.714,0.2845,1.9321,-0.8697,-0.3577,-0.4136,-0.0715,1.1893,-0.7439,-0.4396,0.3194,0,4.4733
NP_690583.1 ___spike glycoprotein,-0.0527,4.8943,0.6139,0.0717,2.1109,0.228,-0.0176,0.9034,0.228,2.5085,-0.6725,-0.3796,-0.4892,-0.5395,1.9471,-0.647,-0.4269,0.1789,0,1.2922
QCF40467.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0833,-0.1947,4.6723,0.6043,-0.6639,2.8866,0.3806,1.6411,-0.8599,-0.3097,-0.4485,-0.0021,0.6206,-0.7537,-0.4354,0.5606,0,4.8824
QCF40476.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0833,-0.1947,4.6723,0.6043,-0.6639,2.8866,0.3806,1.6411,-0.8599,-0.3097,-0.4485,-0.0021,0.6206,-0.7537,-0.4354,0.5606,0,4.8824
QCF40485.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0833,-0.1947,4.6723,0.6043,-0.6639,2.8866,0.3806,1.6411,-0.8599,-0.3097,-0.4485,-0.0021,0.6206,-0.7537,-0.4354,0.5606,0,4.8824
QCF40494.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0833,-0.1947,4.6723,0.6043,-0.6639,2.8866,0.3806,1.6411,-0.8599,-0.3097,-0.4485,-0.0021,0.6206,-0.7537,-0.4354,0.5606,0,4.8824
QCF40503.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0833,-0.1947,4.6723,0.6043,-0.6639,2.8866,0.3806,1.6411,-0.8599,-0.3097,-0.4485,-0.0021,0.6206,-0.7537,-0.4354,0.5606,0,4.8824
QCF40512.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0833,-0.1947,4.6723,0.6043,-0.6639,2.8866,0.3806,1.6411,-0.8599,-0.3097,-0.4485,-0.0021,0.6206,-0.7537,-0.4354,0.5606,0,4.8824
QCF40530.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0833,-0.1947,4.6723,0.6043,-0.6639,2.8866,0.3806,1.6411,-0.8599,-0.3097,-0.4485,-0.0021,0.6206,-0.7537,-0.4354,0.5606,0,4.8824
QCF40539.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0833,-0.1947,4.6723,0.6043,-0.6639,2.8866,0.3806,1.6411,-0.8599,-0.3097,-0.4485,-0.0021,0.6206,-0.7537,-0.4354,0.5606,0,4.8824
QCF40548.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0833,-0.1947,4.6723,0.6043,-0.6639,2.8866,0.3806,1.6411,-0.8599,-0.3097,-0.4485,-0.0021,0.6206,-0.7537,-0.4354,0.5606,0,4.8824
QDC12558.1 ___spike glycoprotein,1.913,1.4275,-0.1173,-0.4889,9.1514,0.4846,4.2964,1.8689,0.3241,0.1279,-0.8235,0.5203,-0.5797,-0.0682,-0.2644,-0.6847,-0.4383,0.2138,0,2.3102
QDP16195.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4425,-0.6529,0.0,-0.4504,0.9961,-0.6859,-0.676,-0.1611,-0.2726,0,3.3393
QDP16206.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.2236,-0.3202,2.4715,-0.6529,0.0,-0.46,0.9672,-0.6859,-0.6702,-0.1803,-0.2726,0,3.3393
QEU56416.1 ___spike glycoprotein GP,-0.3145,0.0,-0.1215,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3277,-0.3557,-0.0021,0.8908,-0.7899,-0.3915,0.4181,0,1.9412
QGW51898.1 ___spike glycoprotein,1.5948,0.0,-0.0496,-0.3664,0.0,0.7902,-0.658,3.3448,-0.2909,2.5603,-0.6379,0.0,-0.4368,1.0819,-0.7209,-0.656,-0.1351,-0.3362,0,3.5259
QGW51909.1 ___spike glycoprotein,1.5948,0.0,-0.0496,-0.3664,0.0,0.7902,-0.658,3.3448,-0.2909,2.5603,-0.6379,0.0,-0.4368,1.0819,-0.7209,-0.656,-0.1351,-0.3362,0,3.5259
QGW51920.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4425,-0.6529,0.0,-0.46,0.9672,-0.6776,-0.6702,-0.1707,-0.2726,0,3.3393
QMS54662.1 ___virion spike glycoprotein precursor,-0.3277,0.0,-0.0833,-0.2647,4.6723,0.6425,-0.6639,2.8866,0.4406,1.6411,-0.8599,-0.3097,-0.4485,-0.0021,0.6206,-0.7537,-0.4172,0.5006,0,4.8824
QNC49533.1 ___spike glycoprotein,0.8112,0.0,-0.195,-0.195,10.2697,1.8979,-0.4466,0.6603,1.4149,1.1019,-0.7988,-0.2956,-0.6808,-0.4146,0.3081,-0.6187,-0.439,0.4311,0,4.2324
QNC49542.1 ___spike glycoprotein,0.8112,0.0,-0.195,-0.195,10.2697,1.8979,-0.4466,0.6603,1.4149,1.1019,-0.7988,-0.2956,-0.6808,-0.4146,0.3081,-0.6187,-0.439,0.4311,0,4.2324
QNC49560.1 ___spike glycoprotein,0.8112,0.0,-0.195,-0.195,10.2697,1.8979,-0.4466,0.6603,1.4149,1.0572,-0.7988,-0.2956,-0.6669,-0.4146,0.3081,-0.6187,-0.439,0.4311,0,4.2324
QNC49578.1 ___spike glycoprotein,0.8112,0.0,-0.195,-0.195,10.2697,1.8979,-0.4466,0.6603,1.4149,1.1019,-0.7988,-0.2956,-0.6808,-0.4146,0.3081,-0.6187,-0.439,0.4311,0,4.2324
QNC49596.1 ___spike glycoprotein,0.8112,0.0,-0.195,-0.195,10.2697,1.8979,-0.4466,0.6603,1.4149,1.1019,-0.7988,-0.2956,-0.6808,-0.4146,0.3081,-0.6187,-0.439,0.4311,0,4.2324
QNC49605.1 ___spike glycoprotein,0.8112,0.0,-0.195,-0.195,10.2697,1.8979,-0.4466,0.6603,1.4149,1.1019,-0.7988,-0.2956,-0.6808,-0.4146,0.3081,-0.6187,-0.439,0.4311,0,4.2324
QNC49614.1 ___spike glycoprotein,0.8112,0.0,-0.195,-0.195,10.2697,1.8979,-0.4466,0.6603,1.4149,1.1019,-0.7988,-0.2956,-0.6808,-0.4146,0.3081,-0.6187,-0.439,0.4311,0,4.2324
QNC49641.1 ___spike glycoprotein,0.8112,0.0,-0.195,-0.195,10.2697,1.8979,-0.4466,0.6603,1.4149,1.0572,-0.7988,-0.2956,-0.6669,-0.4146,0.3081,-0.6187,-0.439,0.4311,0,4.2324
QNC49650.1 ___spike glycoprotein,0.8112,0.0,-0.195,-0.195,10.2697,1.8979,-0.4466,0.6603,1.4149,1.1019,-0.7988,-0.2956,-0.6808,-0.4146,0.3081,-0.6187,-0.439,0.4311,0,4.2324
QNC49668.1 ___spike glycoprotein,0.8112,0.0,-0.195,-0.195,10.2697,1.8979,-0.4466,0.6603,1.4149,1.1019,-0.7988,-0.2956,-0.6808,-0.4146,0.3081,-0.6187,-0.439,0.4311,0,4.2324
QNC49677.1 ___spike glycoprotein,0.8112,0.0,-0.195,-0.195,10.2697,1.8979,-0.4466,0.6603,1.4149,1.1019,-0.7988,-0.2956,-0.6808,-0.4146,0.3081,-0.6187,-0.439,0.4311,0,4.2324
QNC49686.1 ___spike glycoprotein,0.8112,0.0,-0.195,-0.195,10.2697,1.8979,-0.4466,0.6603,1.4149,1.1019,-0.7988,-0.2956,-0.6808,-0.4146,0.3081,-0.6187,-0.439,0.4311,0,4.2324
QNC49695.1 ___spike glycoprotein,0.8112,0.0,-0.195,-0.195,10.2697,1.8979,-0.4466,0.6603,1.4149,1.1019,-0.7988,-0.2956,-0.6808,-0.4146,0.3081,-0.6187,-0.439,0.4311,0,4.2324
QOU08480.1 ___spike glycoprotein,0.1816,5.2032,-0.4185,-0.3354,11.4063,1.1252,-0.5405,0.3917,0.5508,0.6303,-0.7415,0.2406,-0.7415,-0.4461,0.12,-0.5323,-0.1541,1.24,0,4.1693
QOU08489.1 ___spike glycoprotein,0.0407,5.2443,-0.4146,-0.331,11.4887,1.1393,-0.5375,0.5177,0.3381,0.7779,-0.7919,0.2489,-0.7535,-0.4425,0.2299,-0.4796,-0.2081,1.7059,0,4.2036
QXV44984.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
QXV44993.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
QYU59238.1 ___spike glycoprotein,0.5261,0.0,-0.1391,-0.195,12.1478,1.6609,-0.4261,1.1466,2.6,0.9722,-0.7652,-0.2818,-0.6727,-0.2487,-0.2957,-0.5799,-0.4943,0.6174,0,5.5739
QYU59247.1 ___spike glycoprotein,0.5261,0.0,-0.1391,-0.195,12.1478,1.6609,-0.4261,1.1466,2.6,0.9722,-0.7652,-0.2818,-0.6727,-0.2487,-0.2957,-0.5799,-0.4943,0.6174,0,5.5739
QYU59256.1 ___spike glycoprotein,0.4464,1.4106,0.1505,-0.407,9.0809,0.2812,1.8489,1.5672,0.041,0.3149,-0.5617,0.6436,-0.6628,0.0957,-0.3257,-0.6753,-0.4156,0.3149,0,5.5745
QYU59265.1 ___spike glycoprotein,0.4464,1.4106,0.1505,-0.407,9.0809,0.2812,1.8489,1.5672,0.041,0.3149,-0.5617,0.6436,-0.6628,0.0957,-0.3257,-0.6753,-0.4156,0.3149,0,5.5745
QYU59274.1 ___spike glycoprotein,1.9537,1.4615,-0.1049,-0.4818,9.2934,0.6559,4.3704,1.909,0.3426,0.1437,-0.821,0.3426,-0.5931,-0.0552,-0.3115,-0.6685,-0.4603,0.2307,0,2.3565
QYU59283.1 ___spike glycoprotein,1.9537,1.4615,-0.1049,-0.4818,9.2934,0.6559,4.3704,1.909,0.3426,0.1437,-0.821,0.3426,-0.5931,-0.0552,-0.3115,-0.6685,-0.4603,0.2307,0,2.3565
QYU59292.1 ___spike glycoprotein,-0.2871,0.0,-0.147,-0.1115,4.4733,0.6811,-0.6872,2.6163,0.2845,1.9321,-0.8697,-0.3577,-0.4136,-0.0715,1.1893,-0.7439,-0.4266,0.3194,0,4.4733
QYU59301.1 ___spike glycoprotein,-0.2871,0.0,-0.147,-0.1115,4.4733,0.6811,-0.6872,2.6163,0.2845,1.9321,-0.8697,-0.3577,-0.4136,-0.0715,1.1893,-0.7439,-0.4266,0.3194,0,4.4733
QYU59310.1 ___spike glycoprotein,-0.2583,0.0,-0.0898,-0.2619,4.6321,0.7939,-0.6662,2.859,0.3708,1.2945,-0.8609,-0.3146,-0.4524,-0.0092,0.6092,-0.7467,-0.4348,0.3559,0,4.8407
QYU59319.1 ___spike glycoprotein,-0.2583,0.0,-0.0898,-0.2619,4.6321,0.7939,-0.6662,2.859,0.3708,1.2945,-0.8609,-0.3146,-0.4524,-0.0092,0.6092,-0.7467,-0.4348,0.3559,0,4.8407
SCD11534.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.1555,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.9608,-0.7619,-0.3915,0.4706,0,1.9412
UBS90429.1 ___spike glycoprotein,1.3188,0.0,0.1276,0.2003,0.0,0.6186,-0.709,2.9283,-0.3589,2.1917,-0.6726,0.0,-0.4817,0.9096,-0.7194,-0.689,-0.218,-0.007,0,3.2011
UBS90451.1 ___spike glycoprotein,1.3188,0.0,0.1276,0.2003,0.0,0.6186,-0.709,2.9283,-0.3589,2.1917,-0.6726,0.0,-0.4817,0.9096,-0.7194,-0.689,-0.218,-0.007,0,3.2011
UBS90462.1 ___spike glycoprotein,1.3188,0.0,0.1276,0.2003,0.0,0.6186,-0.709,2.9283,-0.3589,2.1917,-0.6726,0.0,-0.4817,0.9096,-0.7194,-0.689,-0.218,-0.007,0,3.2011
UBS90473.1 ___spike glycoprotein,1.3188,0.0,0.1276,0.2003,0.0,0.6186,-0.709,2.9283,-0.3589,2.1917,-0.6726,0.0,-0.4817,0.9096,-0.7194,-0.689,-0.218,-0.007,0,3.2011
UBS90484.1 ___spike glycoprotein,1.3188,0.0,0.1276,0.2003,0.0,0.6186,-0.709,2.9283,-0.3589,2.1917,-0.6726,0.0,-0.4817,0.9096,-0.7194,-0.689,-0.218,-0.007,0,3.2011
UBS90506.1 ___spike glycoprotein,1.3188,0.0,0.1276,0.2003,0.0,0.6186,-0.709,2.9283,-0.3589,2.1917,-0.6726,0.0,-0.4817,0.9096,-0.7194,-0.689,-0.218,-0.007,0,3.2011
UBS90517.1 ___spike glycoprotein,1.3188,0.0,0.1276,0.2003,0.0,0.6186,-0.709,2.9283,-0.3589,2.1917,-0.6726,0.0,-0.4817,0.9096,-0.7194,-0.689,-0.218,-0.007,0,3.2011
UYR00344.1 ___spike glycoprotein,2.9907,0.0,0.4617,-0.3503,0.0,1.0882,-0.7525,2.3411,-0.2575,1.761,-0.7216,0.0,-0.471,2.3411,-0.7547,-0.6056,-0.3271,-0.3194,0,2.6195
UYR00354.1 ___spike glycoprotein,0.0,0.0,0.2535,-0.1382,0.0,2.4862,-0.7911,1.8594,-0.3733,1.3306,-0.765,0.0,-0.5535,0.3906,-0.7023,-0.562,-0.432,-0.1285,0,2.0553
UYR00365.1 ___spike glycoprotein,0.0,0.0,0.2535,-0.1382,0.0,2.4862,-0.7911,1.8594,-0.3733,1.3306,-0.765,0.0,-0.5535,0.3906,-0.7023,-0.562,-0.432,-0.1285,0,2.0553
WBH05260.1 ___spike glycoprotein,0.2409,5.2443,-0.3409,-0.3235,11.4887,0.5611,-0.5375,0.8213,0.3381,0.7779,-0.7398,0.2489,-0.7398,-0.4796,0.0407,-0.4796,-0.2299,1.2549,0,4.2036
WDG39716.1 ___virion spike glycoprotein precursor,-0.3277,0.0,-0.0833,-0.2647,4.6723,0.6425,-0.6639,2.8866,0.4406,1.6411,-0.8599,-0.3097,-0.4485,-0.0021,0.6206,-0.7537,-0.4172,0.5006,0,4.8824
WDG39725.1 ___virion spike glycoprotein precursor,-0.2799,0.0,-0.1541,-0.1541,4.9584,0.6852,-0.6469,2.9723,0.4502,1.3172,-0.8897,-0.2749,-0.5096,-0.1173,0.4344,-0.7413,-0.4069,0.6394,0,5.1791
WDG39734.1 ___virion spike glycoprotein precursor,-0.2799,0.0,-0.1541,-0.1541,4.9584,0.6852,-0.6469,2.9723,0.4502,1.3172,-0.8897,-0.2749,-0.5096,-0.1173,0.4344,-0.7413,-0.4069,0.6394,0,5.1791
WGV39670.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0069,-0.1947,4.6723,0.7647,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3838,-0.3697,-0.0021,0.8908,-0.7696,-0.3915,0.4181,0,1.9412
WGV39679.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0069,-0.1947,4.6723,0.7647,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3838,-0.3697,-0.0021,0.8908,-0.7696,-0.3915,0.4181,0,1.9412
WGV39688.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0451,-0.1947,4.6723,0.7647,-0.6265,1.9412,0.208,1.3109,-0.7199,-0.3838,-0.3697,-0.0021,0.8908,-0.756,-0.3915,0.4181,0,1.9412
WGV39697.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0069,-0.1947,4.6723,0.7647,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3838,-0.3697,-0.0021,0.8908,-0.7696,-0.3915,0.4181,0,1.9412
WGV39706.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0069,-0.1947,4.6723,0.7647,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3838,-0.3697,-0.0021,0.8908,-0.7696,-0.3915,0.4181,0,1.9412
WGV39715.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0069,-0.1947,4.6723,0.7647,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3838,-0.3697,-0.0021,0.8908,-0.7696,-0.3915,0.4181,0,1.9412
WGV39724.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0069,-0.1947,4.6723,0.7647,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3838,-0.3697,-0.0021,0.8908,-0.7696,-0.3915,0.4181,0,1.9412
WGV39733.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.1215,-0.1947,4.6723,0.8487,-0.5798,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.3697,-0.0021,0.8908,-0.7696,-0.3915,0.4181,0,0.9608
WGV39742.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
WGV39751.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
WGV39760.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
WGV39769.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3838,-0.4118,-0.0021,0.8908,-0.7619,-0.377,0.4706,0,1.9412
WGV39778.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
WGV39787.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
WGV39796.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.4622,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.5231,0,1.9412
WGV39805.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
WGV39814.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
WGV39823.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
WGV39832.1 ___virion spike glycoprotein precursor,-0.3366,4.042,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,4.8824
WGV39841.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.1215,-0.1947,4.6723,0.8487,-0.5798,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.3697,-0.0021,0.8908,-0.7696,-0.3915,0.4181,0,0.9608
WGV39850.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
WGV39859.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
WGV39868.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0451,-0.1947,4.8824,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3838,-0.3697,-0.0021,0.8908,-0.7831,-0.3915,0.4181,0,1.9412
XJP51031.1 ___spike glycoprotein,1.3188,0.0,0.1276,0.2003,0.0,0.6186,-0.709,2.9283,-0.3589,2.219,-0.6726,0.0,-0.4817,0.9096,-0.7194,-0.689,-0.218,-0.007,0,3.2011
XJP51042.1 ___spike glycoprotein,1.3188,0.0,0.1276,0.2003,0.0,0.6186,-0.709,2.9283,-0.3589,2.219,-0.6726,0.0,-0.4817,0.9096,-0.7194,-0.689,-0.218,-0.007,0,3.2011
XJP51053.1 ___spike glycoprotein,1.3188,0.0,0.1276,0.2003,0.0,0.6186,-0.709,2.9283,-0.3589,2.219,-0.6726,0.0,-0.4817,0.9096,-0.7194,-0.689,-0.218,-0.007,0,3.2011
YP_003815426.1 ___spike glycoprotein,0.0532,0.0,0.141,-0.2828,3.7269,0.6003,-0.511,1.7709,0.4058,0.7115,-0.8044,0.467,-0.6903,-0.3777,0.467,-0.687,-0.4431,0.141,0,0.0
YP_003815435.1 ___spike glycoprotein,0.5261,0.0,-0.1391,-0.195,12.1478,1.6609,-0.4261,1.1466,2.6,0.9722,-0.7652,-0.2818,-0.6727,-0.2487,-0.2957,-0.5799,-0.4943,0.6174,0,5.5739
YP_009513277.1 ___spike glycoprotein,0.2724,5.2032,-0.3797,-0.3656,11.9233,0.9126,-0.4831,0.6448,0.5508,0.7231,-0.7415,0.2406,-0.7485,-0.4831,0.0339,-0.4544,-0.2556,1.24,0,1.5847
YP_138523.1 ___spike glycoprotein,0.4464,1.4106,0.1505,-0.407,9.0809,0.2812,1.8489,1.5672,0.041,0.3149,-0.5617,0.6436,-0.6628,0.0957,-0.3257,-0.6753,-0.4156,0.3149,0,5.5745
