Naziv_proteina,molska_frakcija_za_A,molska_frakcija_za_C,molska_frakcija_za_D,molska_frakcija_za_E,molska_frakcija_za_F,molska_frakcija_za_G,molska_frakcija_za_H,molska_frakcija_za_I,molska_frakcija_za_K,molska_frakcija_za_L,molska_frakcija_za_M,molska_frakcija_za_N,molska_frakcija_za_P,molska_frakcija_za_Q,molska_frakcija_za_R,molska_frakcija_za_S,molska_frakcija_za_T,molska_frakcija_za_V,molska_frakcija_za_W,molska_frakcija_za_Y,Klasifikacija
ALT19706.1 ___matrix protein VP40,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
ALT19706.1 ___matrix protein VP40,0.072,0.0,0.048,0.04,0.016,0.08,0.024,0.072,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
ALT19715.1 ___matrix protein VP40,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
ALT19715.1 ___matrix protein VP40,0.072,0.0,0.048,0.04,0.016,0.08,0.024,0.072,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
ALT19724.1 ___matrix protein VP40,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
ALT19724.1 ___matrix protein VP40,0.072,0.0,0.048,0.04,0.016,0.08,0.024,0.072,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
ALT19733.1 ___matrix protein VP40,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
ALT19733.1 ___matrix protein VP40,0.072,0.0,0.048,0.04,0.016,0.08,0.024,0.072,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
ALT19742.1 ___matrix protein VP40,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
ALT19742.1 ___matrix protein VP40,0.072,0.0,0.048,0.04,0.016,0.08,0.024,0.072,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
ALT19751.1 ___matrix protein VP40,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
ALT19751.1 ___matrix protein VP40,0.072,0.0,0.048,0.04,0.016,0.08,0.024,0.072,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
ALT19760.1 ___matrix protein VP40,0.0531,0.0044,0.0487,0.0221,0.0398,0.0575,0.0177,0.1018,0.0531,0.1372,0.0265,0.031,0.1018,0.0531,0.031,0.0442,0.0929,0.0575,0.0088,0.0177,uređen
ALT19760.1 ___matrix protein VP40,0.07,0.01,0.07,0.03,0.0,0.06,0.03,0.03,0.04,0.04,0.05,0.09,0.14,0.0,0.05,0.12,0.1,0.04,0.0,0.03,neuređen
ALT19769.1 ___matrix protein VP40,0.056,0.0086,0.0517,0.0216,0.0388,0.0603,0.0172,0.1121,0.0517,0.1293,0.0302,0.0302,0.1034,0.0517,0.0302,0.0345,0.0862,0.0517,0.0086,0.0259,uređen
ALT19769.1 ___matrix protein VP40,0.0638,0.0,0.0745,0.0213,0.0106,0.0426,0.0319,0.0426,0.0426,0.0426,0.0426,0.0426,0.1702,0.0,0.0532,0.1809,0.0957,0.0426,0.0,0.0,neuređen
ALT19778.1 ___matrix protein VP40,0.0614,0.0044,0.0614,0.0175,0.0395,0.0526,0.0263,0.0877,0.0614,0.1316,0.0263,0.0307,0.1053,0.0526,0.0219,0.0439,0.0702,0.0746,0.0088,0.0219,uređen
ALT19778.1 ___matrix protein VP40,0.0714,0.0102,0.051,0.0306,0.0,0.0816,0.0204,0.0408,0.0612,0.051,0.051,0.0408,0.1224,0.0306,0.051,0.1327,0.0714,0.051,0.0,0.0306,neuređen
ALT66876.1 ___membrane protein,0.0606,0.0606,0.0,0.0152,0.1212,0.0455,0.0,0.0606,0.0152,0.1364,0.0303,0.0455,0.0152,0.0455,0.0455,0.0152,0.1061,0.1364,0.0,0.0455,uređen
ALT66876.1 ___membrane protein,0.0,0.0,0.125,0.0625,0.0,0.0,0.0,0.0,0.0625,0.125,0.0625,0.0,0.3125,0.0625,0.0,0.0625,0.0,0.0625,0.0625,0.0,neuređen
ALT66886.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0481,0.0529,0.0144,0.0865,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0962,0.0337,0.0481,uređen
ALT66886.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ANC28651.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
ANC28651.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ANC28662.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
ANC28662.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ANC28673.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
ANC28673.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ANC28684.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
ANC28684.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ANC28695.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
ANC28695.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ANC28706.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
ANC28706.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ANC28717.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
ANC28717.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ANI69830.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0481,0.0529,0.0144,0.0865,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0962,0.0337,0.0481,uređen
ANI69830.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ANI69841.1 ___membrane protein,0.0861,0.0096,0.0287,0.0239,0.0478,0.0526,0.0144,0.0861,0.0335,0.0909,0.0431,0.0431,0.0478,0.0239,0.0383,0.0909,0.0622,0.0957,0.0335,0.0478,uređen
ANI69841.1 ___membrane protein,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,neuređen
ANI69852.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0481,0.0529,0.0144,0.0817,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0673,0.0962,0.0337,0.0481,uređen
ANI69852.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ANI69863.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0481,0.0529,0.0144,0.0817,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0673,0.0962,0.0337,0.0481,uređen
ANI69863.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ANI69873.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0481,0.0529,0.0144,0.0817,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0673,0.0962,0.0337,0.0481,uređen
ANI69873.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ANI69884.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0481,0.0529,0.0144,0.0817,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0673,0.0962,0.0337,0.0481,uređen
ANI69884.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ANI69895.1 ___membrane protein,0.0817,0.0096,0.0288,0.024,0.0481,0.0529,0.0144,0.0865,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0962,0.0625,0.0962,0.0337,0.0481,uređen
ANI69895.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ANI69906.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0481,0.0529,0.0144,0.0913,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
ANI69906.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ANI69917.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
ANI69917.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
ANI69928.1 ___membrane protein,0.0865,0.0096,0.0288,0.024,0.0433,0.0529,0.0144,0.0962,0.0337,0.0865,0.0433,0.0433,0.0481,0.024,0.0385,0.0913,0.0625,0.0913,0.0337,0.0481,uređen
ANI69928.1 ___membrane protein,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,neuređen
APW84406.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84406.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84417.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84417.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84426.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84426.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84435.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84435.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84444.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84444.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84453.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84453.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84462.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84462.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84471.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84471.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84480.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84480.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84489.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84489.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84498.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84498.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84507.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84507.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84516.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84516.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84525.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84525.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84534.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84534.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84543.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84543.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84552.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84552.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84561.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84561.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84570.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84570.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84579.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84579.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84588.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84588.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84597.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84597.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84606.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84606.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84615.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0846,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0796,0.01,0.0199,uređen
APW84615.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84624.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84624.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84633.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84633.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84642.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84642.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84651.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84651.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84660.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84660.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84669.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84669.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84678.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84678.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84687.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84687.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84696.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84696.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
APW84705.1 ___matrix protein,0.0647,0.01,0.0547,0.0199,0.0398,0.0547,0.0199,0.0896,0.0597,0.1194,0.0299,0.0299,0.0995,0.0547,0.0199,0.0348,0.0945,0.0746,0.01,0.0199,uređen
APW84705.1 ___matrix protein,0.08,0.0,0.048,0.04,0.016,0.08,0.024,0.064,0.048,0.072,0.016,0.064,0.136,0.0,0.056,0.12,0.08,0.04,0.0,0.016,neuređen
